0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+01
2.000000000000000111e-01 9.599999999999999645e-01 3.000000000000000000e+01
4.000000000000000222e-01 9.199999999999999289e-01 3.000000000000000000e+01
6.000000000000000888e-01 8.800000000000000044e-01 3.000000000000000000e+01
8.000000000000000444e-01 8.399999999999999689e-01 3.000000000000000000e+01
1.000000000000000000e+00 8.000000000000000444e-01 3.000000000000000000e+01
1.200000000000000178e+00 7.600000000000000089e-01 3.000000000000000000e+01
1.400000000000000133e+00 7.199999999999999734e-01 3.000000000000000000e+01
1.600000000000000089e+00 6.799999999999999378e-01 3.000000000000000000e+01
1.800000000000000044e+00 6.399999999999999023e-01 3.000000000000000000e+01
2.000000000000000000e+00 5.999999999999999778e-01 3.000000000000000000e+01
2.200000000000000178e+00 5.599999999999999423e-01 3.000000000000000000e+01
2.400000000000000355e+00 5.199999999999999067e-01 3.000000000000000000e+01
2.600000000000000089e+00 4.799999999999999822e-01 3.000000000000000000e+01
2.800000000000000266e+00 4.399999999999999467e-01 3.000000000000000000e+01
3.000000000000000000e+00 3.999999999999999112e-01 3.000000000000000000e+01
3.200000000000000178e+00 3.599999999999998757e-01 3.000000000000000000e+01
3.400000000000000355e+00 3.199999999999998401e-01 3.000000000000000000e+01
3.600000000000000089e+00 2.799999999999999156e-01 3.000000000000000000e+01
3.800000000000000266e+00 2.399999999999998801e-01 3.000000000000000000e+01
4.000000000000000000e+00 1.999999999999999556e-01 3.000000000000000000e+01
4.200000000000000178e+00 1.599999999999999201e-01 3.000000000000000000e+01
4.400000000000000355e+00 1.199999999999998845e-01 3.000000000000000000e+01
4.600000000000000533e+00 7.999999999999984901e-02 3.000000000000000000e+01
4.800000000000000711e+00 3.999999999999981348e-02 3.000000000000000000e+01
5.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+01
5.200000000000000178e+00 4.000000000000003553e-02 3.000000000000000000e+01
5.400000000000000355e+00 8.000000000000007105e-02 3.000000000000000000e+01
5.600000000000000533e+00 1.200000000000001066e-01 3.000000000000000000e+01
5.800000000000000711e+00 1.600000000000001421e-01 3.000000000000000000e+01
6.000000000000000000e+00 2.000000000000000111e-01 3.000000000000000000e+01
6.200000000000000178e+00 2.400000000000000466e-01 3.000000000000000000e+01
6.400000000000000355e+00 2.800000000000000822e-01 3.000000000000000000e+01
6.600000000000000533e+00 3.200000000000001177e-01 3.000000000000000000e+01
6.800000000000000711e+00 3.600000000000001532e-01 3.000000000000000000e+01
7.000000000000000000e+00 4.000000000000000222e-01 3.000000000000000000e+01
7.200000000000000178e+00 4.400000000000000577e-01 3.000000000000000000e+01
7.400000000000000355e+00 4.800000000000000933e-01 3.000000000000000000e+01
7.600000000000000533e+00 5.200000000000001288e-01 3.000000000000000000e+01
7.800000000000000711e+00 5.600000000000001643e-01 3.000000000000000000e+01
8.000000000000000000e+00 6.000000000000000888e-01 3.000000000000000000e+01
8.200000000000001066e+00 6.400000000000002354e-01 3.000000000000000000e+01
8.400000000000000355e+00 6.800000000000001599e-01 3.000000000000000000e+01
8.599999999999999645e+00 7.199999999999999734e-01 3.000000000000000000e+01
8.800000000000000711e+00 7.600000000000002309e-01 3.000000000000000000e+01
9.000000000000000000e+00 8.000000000000000444e-01 3.000000000000000000e+01
9.200000000000001066e+00 8.400000000000003020e-01 3.000000000000000000e+01
9.400000000000000355e+00 8.800000000000001155e-01 3.000000000000000000e+01
9.600000000000001421e+00 9.200000000000003730e-01 3.000000000000000000e+01
9.800000000000000711e+00 9.600000000000001865e-01 3.000000000000000000e+01
1.000000000000000000e+01 1.000000000000000000e+00 3.000000000000000000e+01
